Unnamed: 0,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Average Hookload kkgf,Hole Depth (TVD) m,Bit Drill Time h,Mud Density Out g/cm3
4110,762.457,16.92806725,14435.96703,3.172613999,28.425648,104,3447.223292,1.220000029,89.34408912,739.7111952,32.01,1.210000038
4111,762.488,16.92806725,14435.96703,3.172613999,28.425648,104,3447.223292,1.220000029,89.34408912,739.7111952,32.01,1.210000038
4112,762.524,16.92806725,14435.96703,3.172613999,28.425648,104,3447.223292,1.220000029,89.34408912,739.7111952,32.01,1.210000038
4113,762.604,16.92806725,14435.96703,3.172613999,28.425648,104,3447.223292,1.220000029,89.34408912,739.7111952,32.01,1.210000038
4114,762.61,18.28430843,14543.04261,3.050590384,28.974288,104,3447.223292,1.220000029,88.79977827,739.8389064,32.01,1.210000038
4115,762.64,18.28430843,14543.04261,3.050590384,28.974288,104,3447.223292,1.220000029,88.79977827,739.8389064,32.01,1.210000038
4116,762.677,18.28430843,14543.04261,3.050590384,28.974288,104,3447.223292,1.220000029,88.79977827,739.8389064,32.01,1.210000038
4117,762.777,18.44306576,14614.74809,3.091264922,24.384,104,3447.223292,1.220000029,87.96516831,739.9666176,32.02,1.210000038
4118,762.823,18.44306576,14614.74809,3.091264922,24.384,104,3447.223292,1.220000029,87.96516831,739.9666176,32.02,1.210000038
4119,762.844,18.44306576,14614.74809,3.091264922,24.384,104,3447.223292,1.220000029,87.96516831,739.9666176,32.02,1.210000038
4120,762.89,18.44306576,14614.74809,3.091264922,24.384,104,3447.223292,1.220000029,87.96516831,739.9666176,32.02,1.210000038
4121,762.917,18.0484404,14632.12288,3.172613999,18.336768,104,3447.223292,1.220000029,88.35525775,740.0943288,32.03,1.210000038
4122,762.957,18.0484404,14632.12288,3.172613999,18.336768,104,3447.223292,1.220000029,88.35525775,740.0943288,32.03,1.210000038
4123,762.975,18.0484404,14632.12288,3.172613999,18.336768,104,3447.223292,1.220000029,88.35525775,740.0943288,32.03,1.210000038
4124,762.985,18.0484404,14632.12288,3.172613999,18.336768,104,3447.223292,1.220000029,88.35525775,740.0943288,32.03,1.210000038
4125,763,18.0484404,14632.12288,3.172613999,18.336768,104,3447.223292,1.220000029,88.35525775,740.0943288,32.03,1.210000038
4126,763.018,18.0484404,14632.12288,3.172613999,18.336768,104,3447.223292,1.220000029,88.35525775,740.0943288,32.03,1.210000038
4127,763.052,18.0484404,14632.12288,3.172613999,18.336768,104,3447.223292,1.220000029,88.35525775,740.0943288,32.03,1.210000038
4128,763.067,17.2637256,14497.33037,3.064148563,13.44168,104,3447.223292,1.220000029,90.06983691,740.22204,32.04,1.210000038
4129,763.116,17.2637256,14497.33037,3.064148563,13.44168,104,3447.223292,1.220000029,90.06983691,740.22204,32.04,1.210000038
4130,763.128,17.2637256,14497.33037,3.064148563,13.44168,104,3447.223292,1.220000029,90.06983691,740.22204,32.04,1.210000038
4131,763.134,17.2637256,14497.33037,3.064148563,13.44168,104,3447.223292,1.220000029,90.06983691,740.22204,32.04,1.210000038
4132,763.17,17.2637256,14497.33037,3.064148563,13.44168,104,3447.223292,1.220000029,90.06983691,740.22204,32.04,1.210000038
4133,763.201,17.2637256,14497.33037,3.064148563,13.44168,104,3447.223292,1.220000029,90.06983691,740.22204,32.04,1.210000038
4134,763.237,16.54704966,14407.69853,1.437167025,11.820144,104,3447.223292,1.220000029,90.46446227,740.3497512,32.05,1.210000038
4135,763.35,16.54704966,14407.69853,1.437167025,11.820144,104,3447.223292,1.220000029,90.46446227,740.3497512,32.05,1.210000038
4136,763.372,14.20651303,14399.01113,0.759258051,12.758928,104,3447.223292,1.220000029,89.31233765,740.4774624,32.07,1.210000038
4137,763.408,14.20651303,14399.01113,0.759258051,12.758928,104,3447.223292,1.220000029,89.31233765,740.4774624,32.07,1.210000038
4138,763.506,14.20651303,14399.01113,0.759258051,12.758928,104,3447.223292,1.220000029,89.31233765,740.4774624,32.07,1.210000038
4139,763.579,16.01181066,14323.58249,0.759258051,15.380208,104,3447.223292,1.220000029,91.03598866,740.6051736,32.07,1.210000038
4140,763.618,16.01181066,14323.58249,0.759258051,15.380208,104,3447.223292,1.220000029,91.03598866,740.6051736,32.07,1.210000038
4141,763.795,17.64474319,14264.83915,0.718583513,21.512784,104,3447.223292,1.220000029,89.2261551,740.7328848,32.08,1.210000038
4142,763.829,17.27279745,14351.98889,0.691467154,26.38044,104,3447.223292,1.220000029,88.79977827,740.860596,32.09,1.210000038
4143,763.871,17.27279745,14351.98889,0.691467154,26.38044,104,3447.223292,1.220000029,88.79977827,740.860596,32.09,1.210000038
4144,763.911,17.27279745,14351.98889,0.691467154,26.38044,104,3447.223292,1.220000029,88.79977827,740.860596,32.09,1.210000038
4145,763.948,17.27279745,14351.98889,0.691467154,26.38044,104,3447.223292,1.220000029,88.79977827,740.860596,32.09,1.210000038
4146,763.987,17.47691402,14311.17192,0.732141692,26.758392,104,3447.223292,1.220000029,88.98121522,740.9883072,32.09,1.210000038
4147,763.999,17.47691402,14311.17192,0.732141692,26.758392,104,3447.223292,1.220000029,88.98121522,740.9883072,32.09,1.210000038
4148,764.067,17.47691402,14311.17192,0.732141692,26.758392,104,3447.223292,1.220000029,88.98121522,740.9883072,32.09,1.210000038
4149,764.109,17.47691402,14311.17192,0.732141692,26.758392,104,3447.223292,1.220000029,88.98121522,740.9883072,32.09,1.210000038
4150,764.134,16.51983412,14230.29642,0.732141692,28.160472,104,3447.223292,1.220000029,89.13090071,741.1157136,32.1,1.210000038
4151,764.192,16.51983412,14230.29642,0.732141692,28.160472,104,3447.223292,1.220000029,89.13090071,741.1157136,32.1,1.210000038
4152,764.237,16.51983412,14230.29642,0.732141692,28.160472,104,3447.223292,1.220000029,89.13090071,741.1157136,32.1,1.210000038
4153,764.28,16.51983412,14230.29642,0.732141692,28.160472,104,3447.223292,1.220000029,89.13090071,741.1157136,32.1,1.210000038
4154,764.286,17.60391988,14207.06109,0.745699872,29.144976,104,3447.223292,1.220000029,89.40759205,741.2434248,32.1,1.210000038
4155,764.359,17.60391988,14207.06109,0.745699872,29.144976,104,3447.223292,1.220000029,89.40759205,741.2434248,32.1,1.210000038
4156,764.396,17.60391988,14207.06109,0.745699872,29.144976,104,3447.223292,1.220000029,89.40759205,741.2434248,32.1,1.210000038
4157,764.429,17.60391988,14207.06109,0.745699872,29.144976,104,3447.223292,1.220000029,89.40759205,741.2434248,32.1,1.210000038
4158,764.438,18.83769113,14319.37668,0.772816231,28.264104,104,3447.223292,1.220000029,88.50040731,741.371136,32.11,1.210000038
4159,764.466,18.83769113,14319.37668,0.772816231,28.264104,104,3447.223292,1.220000029,88.50040731,741.371136,32.11,1.210000038
4160,764.579,18.83769113,14319.37668,0.772816231,28.264104,104,3447.223292,1.220000029,88.50040731,741.371136,32.11,1.210000038
4161,764.591,17.91689862,14408.66379,0.759258051,26.651712,104,3447.223292,1.220000029,88.22371597,741.4985424,32.11,1.210000038
4162,764.612,17.91689862,14408.66379,0.759258051,26.651712,104,3447.223292,1.220000029,88.22371597,741.4985424,32.11,1.210000038
4163,764.649,17.91689862,14408.66379,0.759258051,26.651712,104,3447.223292,1.220000029,88.22371597,741.4985424,32.11,1.210000038
4164,764.719,17.91689862,14408.66379,0.759258051,26.651712,104,3447.223292,1.220000029,88.22371597,741.4985424,32.11,1.210000038
4165,764.743,18.99644846,14413.76591,0.745699872,25.932384,104,3447.223292,1.220000029,88.16928488,741.6259488,32.12,1.210000038
4166,764.752,18.99644846,14413.76591,0.745699872,25.932384,104,3447.223292,1.220000029,88.16928488,741.6259488,32.12,1.210000038
4167,764.822,18.99644846,14413.76591,0.745699872,25.932384,104,3447.223292,1.220000029,88.16928488,741.6259488,32.12,1.210000038
4168,764.856,18.99644846,14413.76591,0.745699872,25.932384,104,3447.223292,1.220000029,88.16928488,741.6259488,32.12,1.210000038
4169,764.896,18.63811048,14561.17582,0.705025333,24.905208,104,3447.223292,1.220000029,87.90166538,741.75366,32.13,1.210000038
4170,764.923,18.63811048,14561.17582,0.705025333,24.905208,104,3447.223292,1.220000029,87.90166538,741.75366,32.13,1.210000038
4171,764.954,18.63811048,14561.17582,0.705025333,24.905208,104,3447.223292,1.220000029,87.90166538,741.75366,32.13,1.210000038
4172,764.987,18.63811048,14561.17582,0.705025333,24.905208,104,3447.223292,1.220000029,87.90166538,741.75366,32.13,1.210000038
4173,765.054,19.01912807,14507.46566,0.854165307,23.597616,104,3447.223292,1.220000029,87.51157594,741.8810664,32.13,1.210000038
4174,765.127,19.01912807,14507.46566,0.854165307,23.597616,104,3447.223292,1.220000029,87.51157594,741.8810664,32.13,1.210000038
4175,765.2,18.63357456,14653.77241,1.003305282,24.103584,104,3447.223292,1.220000029,87.924345,742.0087776,32.14,1.210000038
4176,765.231,18.63357456,14653.77241,1.003305282,24.103584,104,3447.223292,1.220000029,87.924345,742.0087776,32.14,1.210000038
4177,765.295,18.63357456,14653.77241,1.003305282,24.103584,104,3447.223292,1.220000029,87.924345,742.0087776,32.14,1.210000038
4178,765.353,18.41585022,14758.29693,1.586307,24.533352,104,3447.223292,1.220000029,87.62950996,742.136184,32.14,1.210000038
4179,765.362,18.41585022,14758.29693,1.586307,24.533352,104,3447.223292,1.220000029,87.62950996,742.136184,32.14,1.210000038
4180,765.426,18.41585022,14758.29693,1.586307,24.533352,104,3447.223292,1.220000029,87.62950996,742.136184,32.14,1.210000038
4181,765.463,18.41585022,14758.29693,1.586307,24.533352,104,3447.223292,1.220000029,87.62950996,742.136184,32.14,1.210000038
4182,765.505,18.05751225,14794.14967,1.979494205,23.841456,104,3447.223292,1.220000029,87.80641098,742.2635904,32.15,1.210000038
4183,765.53,18.05751225,14794.14967,1.979494205,23.841456,104,3447.223292,1.220000029,87.80641098,742.2635904,32.15,1.210000038
4184,765.606,18.05751225,14794.14967,1.979494205,23.841456,104,3447.223292,1.220000029,87.80641098,742.2635904,32.15,1.210000038
4185,765.645,18.05751225,14794.14967,1.979494205,23.841456,104,3447.223292,1.220000029,87.80641098,742.2635904,32.15,1.210000038
4186,765.658,17.91236269,14801.45811,2.182866897,25.57272,104,3447.223292,1.220000029,88.31897036,742.3909968,32.16,1.210000038
4187,765.691,17.91236269,14801.45811,2.182866897,25.57272,104,3447.223292,1.220000029,88.31897036,742.3909968,32.16,1.210000038
4188,765.725,17.91236269,14801.45811,2.182866897,25.57272,104,3447.223292,1.220000029,88.31897036,742.3909968,32.16,1.210000038
4189,765.761,17.91236269,14801.45811,2.182866897,25.57272,104,3447.223292,1.220000029,88.31897036,742.3909968,32.16,1.210000038
4190,765.789,17.91236269,14801.45811,2.182866897,25.57272,104,3447.223292,1.220000029,88.31897036,742.3909968,32.16,1.210000038
4191,765.81,18.04390448,14566.69163,2.142192358,25.423368,104,3447.223292,1.220000029,88.25546743,742.518708,32.16,1.210000038
4192,765.889,18.04390448,14566.69163,2.142192358,25.423368,104,3447.223292,1.220000029,88.25546743,742.518708,32.16,1.210000038
4193,765.923,18.04390448,14566.69163,2.142192358,25.423368,104,3447.223292,1.220000029,88.25546743,742.518708,32.16,1.210000038
4194,765.959,18.04390448,14566.69163,2.142192358,25.423368,104,3447.223292,1.220000029,88.25546743,742.518708,32.16,1.210000038
4195,765.962,18.61543086,14489.60824,2.155750538,24.56688,104,3447.223292,1.220000029,88.25546743,742.6461144,32.17,1.210000038
4196,765.99,18.61543086,14489.60824,2.155750538,24.56688,104,3447.223292,1.220000029,88.25546743,742.6461144,32.17,1.210000038
4197,766.02,18.61543086,14489.60824,2.155750538,24.56688,104,3447.223292,1.220000029,88.25546743,742.6461144,32.17,1.210000038
4198,766.063,18.61543086,14489.60824,2.155750538,24.56688,104,3447.223292,1.220000029,88.25546743,742.6461144,32.17,1.210000038
4199,766.115,16.53344189,14443.82705,2.182866897,20.92452,104,3447.223292,1.220000029,88.85420936,742.773216,32.18,1.210000038
4200,766.13,16.53344189,14443.82705,2.182866897,20.92452,104,3447.223292,1.220000029,88.85420936,742.773216,32.18,1.210000038
4201,766.151,16.53344189,14443.82705,2.182866897,20.92452,104,3447.223292,1.220000029,88.85420936,742.773216,32.18,1.210000038
4202,766.179,16.53344189,14443.82705,2.182866897,20.92452,104,3447.223292,1.220000029,88.85420936,742.773216,32.18,1.210000038
4203,766.212,16.53344189,14443.82705,2.182866897,20.92452,104,3447.223292,1.220000029,88.85420936,742.773216,32.18,1.210000038
4204,766.252,16.53344189,14443.82705,2.182866897,20.92452,104,3447.223292,1.220000029,88.85420936,742.773216,32.18,1.210000038
4205,766.292,16.43365157,14266.28705,2.142192358,19.406616,104,3447.223292,1.220000029,90.25127386,742.9006224,32.18,1.210000038
4206,766.334,16.43365157,14266.28705,2.142192358,19.406616,104,3447.223292,1.220000029,90.25127386,742.9006224,32.18,1.210000038
4207,766.383,16.43365157,14266.28705,2.142192358,19.406616,104,3447.223292,1.220000029,90.25127386,742.9006224,32.18,1.210000038
4208,766.423,16.26128646,14202.92423,2.155750538,24.941784,104,3447.223292,1.220000029,89.95190289,743.027724,32.19,1.210000038
4209,766.465,16.26128646,14202.92423,2.155750538,24.941784,104,3447.223292,1.220000029,89.95190289,743.027724,32.19,1.210000038
4210,766.572,16.48354673,14443.34442,2.115075999,31.053024,104,3447.223292,1.220000029,90.2013787,743.1548256,32.19,1.210000038
4211,766.651,16.48354673,14443.34442,2.115075999,31.053024,104,3447.223292,1.220000029,90.2013787,743.1548256,32.19,1.210000038
4212,766.724,16.32932532,14567.24321,2.115075999,32.851344,104,3447.223292,1.220000029,90.183235,743.2819272,32.2,1.210000038
4213,766.746,16.32932532,14567.24321,2.115075999,32.851344,104,3447.223292,1.220000029,90.183235,743.2819272,32.2,1.210000038
4214,766.791,16.32932532,14567.24321,2.115075999,32.851344,104,3447.223292,1.220000029,90.183235,743.2819272,32.2,1.210000038
4215,766.834,16.32932532,14567.24321,2.115075999,32.851344,104,3447.223292,1.220000029,90.183235,743.2819272,32.2,1.210000038
4216,766.877,16.15696022,14340.68148,2.10151782,32.698944,104,3447.223292,1.220000029,89.97458251,743.4090288,32.2,1.210000038
4217,766.926,16.15696022,14340.68148,2.10151782,32.698944,104,3447.223292,1.220000029,89.97458251,743.4090288,32.2,1.210000038
4218,766.974,16.15696022,14340.68148,2.10151782,32.698944,104,3447.223292,1.220000029,89.97458251,743.4090288,32.2,1.210000038
4219,766.999,16.15696022,14340.68148,2.10151782,32.698944,104,3447.223292,1.220000029,89.97458251,743.4090288,32.2,1.210000038
4220,767.066,16.6695196,14506.5004,2.304890512,32.747712,104,3447.223292,1.220000029,90.13333984,743.5361304,32.21,1.210000038
4221,767.111,16.6695196,14506.5004,2.304890512,32.747712,104,3447.223292,1.220000029,90.13333984,743.5361304,32.21,1.210000038
4222,767.157,16.6695196,14506.5004,2.304890512,32.747712,104,3447.223292,1.220000029,90.13333984,743.5361304,32.21,1.210000038
4223,767.182,16.33386124,14448.37759,2.345565051,33.140904,104,3447.223292,1.220000029,90.13787577,743.6629272,32.21,1.210000038
4224,767.294,16.33386124,14448.37759,2.345565051,33.140904,104,3447.223292,1.220000029,90.13787577,743.6629272,32.21,1.210000038
4225,767.334,16.35200494,14303.79453,2.386239589,33.147,104,3447.223292,1.220000029,90.36920788,743.789724,32.22,1.210000038
4226,767.459,16.35200494,14303.79453,2.386239589,33.147,104,3447.223292,1.220000029,90.36920788,743.789724,32.22,1.210000038
4227,767.511,18.13462295,14397.35639,2.304890512,35.542728,104,3447.223292,1.220000029,89.13090071,743.9165208,32.22,1.210000038
4228,767.614,18.13462295,14397.35639,2.304890512,35.542728,104,3447.223292,1.220000029,89.13090071,743.9165208,32.22,1.210000038
4229,767.639,18.44760169,14388.46215,2.277774153,37.590984,104,3447.223292,1.220000029,88.15114119,744.0433176,32.23,1.210000038
4230,767.758,18.44760169,14388.46215,2.277774153,37.590984,104,3447.223292,1.220000029,88.15114119,744.0433176,32.23,1.210000038
4231,767.791,18.86037074,14738.09529,2.169308717,34.165032,104,3447.223292,1.220000029,87.34828269,744.1698096,32.23,1.210000038
4232,767.822,18.86037074,14738.09529,2.169308717,34.165032,104,3447.223292,1.220000029,87.34828269,744.1698096,32.23,1.210000038
4233,767.861,18.86037074,14738.09529,2.169308717,34.165032,104,3447.223292,1.220000029,87.34828269,744.1698096,32.23,1.210000038
4234,767.904,18.86037074,14738.09529,2.169308717,34.165032,104,3447.223292,1.220000029,87.34828269,744.1698096,32.23,1.210000038
4235,767.944,17.48144994,14611.09387,2.250657794,29.730192,104,3447.223292,1.220000029,88.90410452,744.2966064,32.24,1.210000038
4236,767.95,17.48144994,14611.09387,2.250657794,29.730192,104,3447.223292,1.220000029,88.90410452,744.2966064,32.24,1.210000038
4237,767.992,17.48144994,14611.09387,2.250657794,29.730192,104,3447.223292,1.220000029,88.90410452,744.2966064,32.24,1.210000038
4238,768.002,17.48144994,14611.09387,2.250657794,29.730192,104,3447.223292,1.220000029,88.90410452,744.2966064,32.24,1.210000038
4239,768.038,17.48144994,14611.09387,2.250657794,29.730192,104,3447.223292,1.220000029,88.90410452,744.2966064,32.24,1.210000038
4240,768.233,17.32269261,14307.5177,2.250657794,30.31236,104,3447.223292,1.220000029,88.84967344,744.4230984,32.24,1.210000038
4241,768.248,16.42004379,14294.96924,2.223541435,34.180272,104,3447.223292,1.220000029,89.50284645,744.5498952,32.24,1.210000038
4242,768.291,16.42004379,14294.96924,2.223541435,34.180272,104,3447.223292,1.220000029,89.50284645,744.5498952,32.24,1.210000038
4243,768.343,16.42004379,14294.96924,2.223541435,34.180272,104,3447.223292,1.220000029,89.50284645,744.5498952,32.24,1.210000038
4244,768.401,15.79862225,14250.77385,2.386239589,36.975288,104,3447.223292,1.220000029,90.183235,744.6763872,32.25,1.210000038
4245,768.453,15.79862225,14250.77385,2.386239589,36.975288,104,3447.223292,1.220000029,90.183235,744.6763872,32.25,1.210000038
4246,768.511,15.79862225,14250.77385,2.386239589,36.975288,104,3447.223292,1.220000029,90.183235,744.6763872,32.25,1.210000038
4247,768.553,16.77838177,14159.69411,2.37268141,39.392352,104,3447.223292,1.220000029,89.91107958,744.8028792,32.25,1.210000038
4248,768.565,16.77838177,14159.69411,2.37268141,39.392352,104,3447.223292,1.220000029,89.91107958,744.8028792,32.25,1.210000038
4249,768.617,16.77838177,14159.69411,2.37268141,39.392352,104,3447.223292,1.220000029,89.91107958,744.8028792,32.25,1.210000038
4250,768.727,16.64230406,14445.41285,2.440472307,39.5478,104,3447.223292,1.220000029,89.4937746,744.9293712,32.26,1.210000038
4251,768.788,16.64230406,14445.41285,2.440472307,39.5478,104,3447.223292,1.220000029,89.4937746,744.9293712,32.26,1.210000038
4252,768.84,16.64230406,14445.41285,2.440472307,39.5478,104,3447.223292,1.220000029,89.4937746,744.9293712,32.26,1.210000038
4253,768.858,16.68312737,14536.69943,2.304890512,38.959536,104,3447.223292,1.220000029,89.53913384,745.056168,32.26,1.210000038
4254,768.895,16.68312737,14536.69943,2.304890512,38.959536,104,3447.223292,1.220000029,89.53913384,745.056168,32.26,1.210000038
4255,768.949,16.68312737,14536.69943,2.304890512,38.959536,104,3447.223292,1.220000029,89.53913384,745.056168,32.26,1.210000038
4256,769.001,16.68312737,14536.69943,2.304890512,38.959536,104,3447.223292,1.220000029,89.53913384,745.056168,32.26,1.210000038
4257,769.004,16.68312737,14536.69943,2.304890512,38.959536,104,3447.223292,1.220000029,89.53913384,745.056168,32.26,1.210000038
4258,769.056,16.81466916,14549.86842,2.223541435,39.12108,104,3447.223292,1.220000029,89.74778633,745.18266,32.26,1.210000038
4259,769.108,16.81466916,14549.86842,2.223541435,39.12108,104,3447.223292,1.220000029,89.74778633,745.18266,32.26,1.210000038
4260,769.157,16.81466916,14549.86842,2.223541435,39.12108,104,3447.223292,1.220000029,89.74778633,745.18266,32.26,1.210000038
4261,769.163,16.72395068,14497.46827,2.304890512,37.798248,104,3447.223292,1.220000029,89.18079587,745.309152,32.27,1.210000038
4262,769.266,16.72395068,14497.46827,2.304890512,37.798248,104,3447.223292,1.220000029,89.18079587,745.309152,32.27,1.210000038
4263,769.315,16.63323221,14663.14928,2.115075999,37.65804,104,3447.223292,1.220000029,89.60717269,745.4353392,32.27,1.210000038
4264,769.318,16.63323221,14663.14928,2.115075999,37.65804,104,3447.223292,1.220000029,89.60717269,745.4353392,32.27,1.210000038
4265,769.379,16.63323221,14663.14928,2.115075999,37.65804,104,3447.223292,1.220000029,89.60717269,745.4353392,32.27,1.210000038
4266,769.492,16.90085171,14465.54554,2.277774153,39.401496,104,3447.223292,1.220000029,89.64346008,745.5618312,32.28,1.210000038
4267,769.544,16.90085171,14465.54554,2.277774153,39.401496,104,3447.223292,1.220000029,89.64346008,745.5618312,32.28,1.210000038
4268,769.605,16.90085171,14465.54554,2.277774153,39.401496,104,3447.223292,1.220000029,89.64346008,745.5618312,32.28,1.210000038
4269,769.62,16.43365157,14328.89145,2.440472307,39.627048,104,3447.223292,1.220000029,89.68881932,745.6883232,32.28,1.210000038
4270,769.66,16.43365157,14328.89145,2.440472307,39.627048,104,3447.223292,1.220000029,89.68881932,745.6883232,32.28,1.210000038
4271,769.718,16.43365157,14328.89145,2.440472307,39.627048,104,3447.223292,1.220000029,89.68881932,745.6883232,32.28,1.210000038
4272,769.772,16.33839717,14291.79766,2.332006871,39.599616,104,3447.223292,1.220000029,89.89747181,745.8148152,32.28,1.210000038
4273,769.83,16.33839717,14291.79766,2.332006871,39.599616,104,3447.223292,1.220000029,89.89747181,745.8148152,32.28,1.210000038
4274,769.882,16.33839717,14291.79766,2.332006871,39.599616,104,3447.223292,1.220000029,89.89747181,745.8148152,32.28,1.210000038
4275,770.001,16.99157018,14272.42339,2.291332333,39.83736,104,3447.223292,1.220000029,89.75232225,745.9410024,32.29,1.210000038
4276,770.047,16.99157018,14272.42339,2.291332333,39.83736,104,3447.223292,1.220000029,89.75232225,745.9410024,32.29,1.210000038
4277,770.102,16.39282825,14194.09894,2.006610564,39.80688,104,3447.223292,1.220000029,89.90200773,746.0674944,32.29,1.210000038
4278,770.23,16.79198954,14531.45942,1.789679692,39.599616,104,3447.223292,1.220000029,90.01540583,746.1936816,32.3,1.210000038
4279,770.324,16.79198954,14531.45942,1.789679692,39.599616,104,3447.223292,1.220000029,90.01540583,746.1936816,32.3,1.210000038
4280,770.382,16.823741,14290.28081,2.033726922,39.812976,104,3447.223292,1.220000029,89.9337592,746.3198688,32.3,1.210000038
4281,770.498,16.823741,14290.28081,2.033726922,39.812976,104,3447.223292,1.220000029,89.9337592,746.3198688,32.3,1.210000038
4282,770.534,16.89177986,14404.73378,2.033726922,40.011096,104,3447.223292,1.220000029,89.81582518,746.4463608,32.3,1.210000038
4283,770.55,16.89177986,14404.73378,2.033726922,40.011096,104,3447.223292,1.220000029,89.81582518,746.4463608,32.3,1.210000038
4284,770.662,16.89177986,14404.73378,2.033726922,40.011096,104,3447.223292,1.220000029,89.81582518,746.4463608,32.3,1.210000038
4285,770.687,16.60601667,14585.51432,2.020168743,39.697152,104,3447.223292,1.220000029,89.76593002,746.572548,32.31,1.210000038
4286,770.769,16.60601667,14585.51432,2.020168743,39.697152,104,3447.223292,1.220000029,89.76593002,746.572548,32.31,1.210000038
4287,770.839,16.56972928,14488.57403,2.182866897,39.538656,104,3447.223292,1.220000029,89.67067563,746.6987352,32.31,1.210000038
4288,770.943,16.56972928,14488.57403,2.182866897,39.538656,104,3447.223292,1.220000029,89.67067563,746.6987352,32.31,1.210000038
4289,770.992,17.11404012,14459.4092,2.399797769,39.828216,104,3447.223292,1.220000029,89.8566485,746.8249224,32.31,1.210000038
4290,771.001,17.11404012,14459.4092,2.399797769,39.828216,104,3447.223292,1.220000029,89.8566485,746.8249224,32.31,1.210000038
4291,771.144,17.27733337,14308.06928,2.169308717,39.809928,104,3447.223292,1.220000029,89.64346008,746.9511096,32.32,1.210000038
4292,771.162,17.27733337,14308.06928,2.169308717,39.809928,104,3447.223292,1.220000029,89.64346008,746.9511096,32.32,1.210000038
4293,771.217,17.27733337,14308.06928,2.169308717,39.809928,104,3447.223292,1.220000029,89.64346008,746.9511096,32.32,1.210000038
4294,771.327,16.65591183,14467.33818,1.816796051,39.694104,104,3447.223292,1.220000029,89.62531639,747.0772968,32.32,1.210000038
4295,771.385,16.65591183,14467.33818,1.816796051,39.694104,104,3447.223292,1.220000029,89.62531639,747.0772968,32.32,1.210000038
4296,771.449,16.90085171,14585.03168,2.277774153,39.816024,104,3447.223292,1.220000029,89.79314557,747.203484,32.33,1.210000038
4297,771.61,16.93260317,14439.34546,2.467588666,39.544752,104,3447.223292,1.220000029,89.5119183,747.3293664,32.33,1.210000038
4298,771.665,16.93260317,14439.34546,2.467588666,39.544752,104,3447.223292,1.220000029,89.5119183,747.3293664,32.33,1.210000038
4299,771.754,16.82827693,14597.64909,2.345565051,39.48684,104,3447.223292,1.220000029,89.589029,747.4555536,32.33,1.210000038
4300,771.833,16.82827693,14597.64909,2.345565051,39.48684,104,3447.223292,1.220000029,89.589029,747.4555536,32.33,1.210000038
4301,771.997,17.31815669,14407.83642,2.250657794,40.02024,104,3447.223292,1.220000029,89.38944836,747.5817408,32.34,1.210000038
4302,772.058,17.02332165,14718.85892,2.250657794,40.117776,104,3447.223292,1.220000029,89.42119982,747.7076232,32.34,1.210000038
4303,772.116,17.02332165,14718.85892,2.250657794,40.117776,104,3447.223292,1.220000029,89.42119982,747.7076232,32.34,1.210000038
4304,772.168,17.02332165,14718.85892,2.250657794,40.117776,104,3447.223292,1.220000029,89.42119982,747.7076232,32.34,1.210000038
4305,772.336,17.0142498,14523.11676,1.884586948,40.047672,104,3447.223292,1.220000029,89.54366976,747.8335056,32.34,1.210000038
4306,772.449,16.84642062,14613.09335,1.410050666,39.712392,104,3447.223292,1.220000029,89.53459791,747.9596928,32.35,1.210000038
4307,772.506,16.84642062,14613.09335,1.410050666,39.712392,104,3447.223292,1.220000029,89.53459791,747.9596928,32.35,1.210000038
4308,772.516,17.07321681,14555.45317,1.125328897,40.459152,104,3447.223292,1.220000029,89.51645422,748.0855752,32.35,1.210000038
4309,772.567,17.07321681,14555.45317,1.125328897,40.459152,104,3447.223292,1.220000029,89.51645422,748.0855752,32.35,1.210000038
4310,772.744,16.89631578,14666.52771,1.057538,41.977056,104,3447.223292,1.220000029,89.18986771,748.2114576,32.36,1.210000038
4311,772.82,17.80350052,14617.85073,0.908398025,41.644824,104,3447.223292,1.220000029,89.00389484,748.33734,32.36,1.210000038
4312,772.915,17.80350052,14617.85073,0.908398025,41.644824,104,3447.223292,1.220000029,89.00389484,748.33734,32.36,1.210000038
4313,772.973,17.61299173,14662.11507,0.962630743,41.190672,104,3447.223292,1.220000029,88.94039191,748.4632224,32.36,1.210000038
4314,773,17.61299173,14662.11507,0.962630743,41.190672,104,3447.223292,1.220000029,88.94039191,748.4632224,32.36,1.210000038
4315,773.143,17.7989646,14552.97106,0.813490769,40.943784,104,3447.223292,1.220000029,88.99935892,748.5891048,32.37,1.210000038
4316,773.204,17.7989646,14552.97106,0.813490769,40.943784,104,3447.223292,1.220000029,88.99935892,748.5891048,32.37,1.210000038
4317,773.259,17.7989646,14552.97106,0.813490769,40.943784,104,3447.223292,1.220000029,88.99935892,748.5891048,32.37,1.210000038
4318,773.317,17.74453351,14518.42833,0.962630743,40.236648,104,3447.223292,1.220000029,88.93585599,748.7149872,32.37,1.210000038
4319,773.369,17.74453351,14518.42833,0.962630743,40.236648,104,3447.223292,1.220000029,88.93585599,748.7149872,32.37,1.210000038
4320,773.424,17.74453351,14518.42833,0.962630743,40.236648,104,3447.223292,1.220000029,88.93585599,748.7149872,32.37,1.210000038
